timestamp,repository,clones_count,clones_uniques,views_count,views_uniques,top_referrer,top_referrer_count,top_referrer_uniques,total_referrer_count,total_referrer_uniques,distinct_referrers,top_path,top_path_count,top_path_uniques,total_path_count,total_path_uniques,distinct_paths,readme_views,readme_uniques
2024-11-01,nomad-parser-magres,24,4,40,5,github.com,2,1,2,1,1,/CCP-NC/nomad-parser-magres/pull/1,5,3,29,16,10,0,0
2024-11-01,orgdisord,9,6,7,2,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-01,parse-fmt,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-01,pspot-site,5,2,4,4,Google,4,4,4,4,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,3,3,4,4,2,0,0
2024-11-01,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-01,soprano,9,6,30,4,Google,2,2,5,4,3,/CCP-NC/soprano,5,3,15,12,10,0,0
2024-11-01,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-02,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-02,castepconv,4,1,16,9,researchgate.net,5,2,10,5,4,/CCP-NC/castepconv,7,6,16,14,7,0,0
2024-11-02,ccpnc-database,14,8,66,2,none,0,0,0,0,0,/CCP-NC/ccpnc-database,16,1,45,11,10,0,0
2024-11-02,crystcif-parse,6,3,1,1,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,1,1,1,1,1,0,0
2024-11-02,crystvis-js,6,3,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-02,dipolar_averages,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-02,magresview,6,3,17,4,Google,16,3,16,3,1,/CCP-NC/magresview,3,3,16,13,10,0,0
2024-11-02,magresview-2,5,2,22,7,Google,3,1,6,2,2,/CCP-NC/magresview-2,4,4,19,17,10,0,0
2024-11-02,make-supercell,4,1,8,7,Google,6,5,6,5,1,/CCP-NC/make-supercell,3,3,7,7,3,0,0
2024-11-02,metrics,170,34,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-02,nomad-parser-magres,24,4,40,5,github.com,2,1,2,1,1,/CCP-NC/nomad-parser-magres/pull/1,5,3,29,16,10,0,0
2024-11-02,orgdisord,9,6,1,1,none,0,0,0,0,0,/CCP-NC/orgdisord,1,1,1,1,1,0,0
2024-11-02,parse-fmt,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-02,pspot-site,5,2,4,4,Google,4,4,4,4,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,3,3,4,4,2,0,0
2024-11-02,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-02,soprano,6,3,18,4,Google,2,2,5,4,3,/CCP-NC/soprano,5,3,15,12,10,0,0
2024-11-02,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-03,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-03,castepconv,4,1,16,9,researchgate.net,5,2,10,5,4,/CCP-NC/castepconv,7,6,16,14,7,0,0
2024-11-03,ccpnc-database,14,8,68,2,none,0,0,0,0,0,/CCP-NC/ccpnc-database,18,1,47,11,10,0,0
2024-11-03,ccpnc-nomad-oasis,7,3,27,2,github.com,1,1,1,1,1,/CCP-NC/ccpnc-nomad-oasis,9,2,20,10,9,0,0
2024-11-03,crystcif-parse,6,3,2,2,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,1,1,1,1,1,0,0
2024-11-03,crystvis-js,6,3,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-03,dipolar_averages,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-03,magresview,6,3,17,4,Google,16,3,16,3,1,/CCP-NC/magresview,3,3,16,13,10,0,0
2024-11-03,magresview-2,5,2,26,9,Google,3,1,6,2,2,/CCP-NC/magresview-2,5,5,21,19,10,0,0
2024-11-03,make-supercell,4,1,8,7,Google,6,5,6,5,1,/CCP-NC/make-supercell,3,3,7,7,3,0,0
2024-11-03,metrics,174,35,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-03,nomad-parser-magres,24,4,41,5,github.com,2,1,2,1,1,/CCP-NC/nomad-parser-magres/pull/1,5,3,30,16,10,0,0
2024-11-03,orgdisord,9,6,1,1,none,0,0,0,0,0,/CCP-NC/orgdisord,1,1,1,1,1,0,0
2024-11-03,parse-fmt,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-03,pspot-site,5,2,4,4,Google,4,4,4,4,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,3,3,4,4,2,0,0
2024-11-03,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-03,soprano,6,3,17,3,Google,2,2,4,3,2,/CCP-NC/soprano,4,2,14,11,10,0,0
2024-11-03,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-04,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-04,castepconv,5,2,18,10,researchgate.net,5,2,10,5,4,/CCP-NC/castepconv,7,6,16,14,7,0,0
2024-11-04,ccpnc-database,15,9,68,2,none,0,0,0,0,0,/CCP-NC/ccpnc-database,17,1,46,11,10,0,0
2024-11-04,ccpnc-nomad-oasis,7,3,27,2,github.com,1,1,1,1,1,/CCP-NC/ccpnc-nomad-oasis,9,2,20,10,9,0,0
2024-11-04,crystcif-parse,5,2,3,2,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,3,2,3,2,1,0,0
2024-11-04,crystvis-js,5,2,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-04,dipolar_averages,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-04,magresview,6,3,17,4,Google,16,3,16,3,1,/CCP-NC/magresview,3,3,16,13,10,0,0
2024-11-04,magresview-2,4,1,27,10,Google,3,1,6,2,2,/CCP-NC/magresview-2,6,6,23,21,10,0,0
2024-11-04,make-supercell,4,1,9,8,Google,7,6,7,6,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,4,4,8,8,3,0,0
2024-11-04,metrics,177,36,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-04,nomad-parser-magres,24,4,41,5,github.com,2,1,2,1,1,/CCP-NC/nomad-parser-magres/pull/1,5,3,30,16,10,0,0
2024-11-04,orgdisord,9,6,1,1,none,0,0,0,0,0,/CCP-NC/orgdisord,1,1,1,1,1,0,0
2024-11-04,parse-fmt,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-04,pspot-site,5,2,3,3,Google,3,3,3,3,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,2,2,3,3,2,0,0
2024-11-04,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-04,soprano,7,4,15,3,Google,3,2,3,2,1,/CCP-NC/soprano,2,2,12,11,10,0,0
2024-11-04,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-05,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-05,castepconv,5,2,18,10,researchgate.net,5,2,10,5,4,/CCP-NC/castepconv,8,6,17,14,7,0,0
2024-11-05,ccpnc-database,15,9,66,2,none,0,0,0,0,0,/CCP-NC/ccpnc-database,16,1,45,11,10,0,0
2024-11-05,ccpnc-nomad-oasis,13,4,22,1,github.com,1,1,1,1,1,/CCP-NC/ccpnc-nomad-oasis,6,1,22,10,10,0,0
2024-11-05,crystcif-parse,4,1,3,2,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,3,2,3,2,1,0,0
2024-11-05,crystvis-js,5,2,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-05,dipolar_averages,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-05,magresview,6,3,17,4,Google,16,3,16,3,1,/CCP-NC/magresview/pulls,3,1,15,12,10,0,0
2024-11-05,magresview-2,4,1,28,11,Google,3,1,3,1,1,/CCP-NC/magresview-2,6,6,23,21,10,0,0
2024-11-05,make-supercell,4,1,11,10,Google,9,8,9,8,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,5,5,10,10,3,0,0
2024-11-05,metrics,181,36,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-05,nomad-parser-magres,24,4,38,5,github.com,4,1,4,1,1,/CCP-NC/nomad-parser-magres/pull/1,5,3,27,13,10,0,0
2024-11-05,orgdisord,9,6,1,1,none,0,0,0,0,0,/CCP-NC/orgdisord,1,1,1,1,1,0,0
2024-11-05,parse-fmt,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-05,pspot-site,5,2,2,2,Google,1,1,1,1,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,1,1,1,1,1,0,0
2024-11-05,pynics,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-05,soprano,7,4,21,5,Google,7,3,7,3,1,/CCP-NC/soprano,4,4,14,13,10,0,0
2024-11-05,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-06,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-06,castepconv,5,2,29,9,researchgate.net,5,2,8,3,2,/CCP-NC/castepconv,6,4,15,12,7,0,0
2024-11-06,ccpnc-database,19,9,95,3,none,0,0,0,0,0,/CCP-NC/ccpnc-database,20,2,60,13,10,0,0
2024-11-06,ccpnc-nomad-oasis,13,4,29,2,github.com,1,1,1,1,1,/CCP-NC/ccpnc-nomad-oasis,8,2,28,12,10,0,0
2024-11-06,crystcif-parse,4,1,3,2,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,3,2,3,2,1,0,0
2024-11-06,crystvis-js,5,2,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-06,dipolar_averages,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-06,magresview,6,3,16,3,Google,16,3,16,3,1,/CCP-NC/magresview/pulls,3,1,15,12,10,0,0
2024-11-06,magresview-2,4,1,31,12,Google,3,1,3,1,1,/CCP-NC/magresview-2,7,7,28,25,10,0,0
2024-11-06,make-supercell,4,1,12,11,Google,10,9,10,9,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,7,7,11,11,3,0,0
2024-11-06,metrics,184,36,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-06,nomad-parser-magres,25,5,61,5,github.com,5,1,6,2,2,/CCP-NC/nomad-parser-magres,12,3,41,15,10,0,0
2024-11-06,orgdisord,5,2,1,1,none,0,0,0,0,0,/CCP-NC/orgdisord,1,1,1,1,1,0,0
2024-11-06,parse-fmt,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-06,pspot-site,4,1,5,2,Google,1,1,1,1,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,1,1,1,1,1,0,0
2024-11-06,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-06,soprano,8,5,20,4,Google,6,2,6,2,1,/CCP-NC/soprano,3,3,13,12,10,0,0
2024-11-06,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-07,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-07,castepconv,5,2,26,7,castep-docs.github.io,16,2,21,4,2,/CCP-NC/castepconv,6,4,24,17,10,0,0
2024-11-07,ccpnc-database,19,9,95,3,none,0,0,0,0,0,/CCP-NC/ccpnc-database,19,2,59,13,10,0,0
2024-11-07,ccpnc-nomad-oasis,13,4,29,2,github.com,1,1,1,1,1,/CCP-NC/ccpnc-nomad-oasis,8,2,28,12,10,0,0
2024-11-07,crystcif-parse,4,1,3,2,ccp-nc.github.io,1,1,1,1,1,/CCP-NC/crystcif-parse,3,2,3,2,1,0,0
2024-11-07,crystvis-js,4,1,1,1,none,0,0,0,0,0,/CCP-NC/crystvis-js/tree/euler_angle_overhaul,1,1,1,1,1,0,0
2024-11-07,dipolar_averages,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-07,magresview,6,3,17,4,Google,16,3,16,3,1,/CCP-NC/magresview,3,3,16,13,10,0,0
2024-11-07,magresview-2,4,1,31,12,Google,3,1,3,1,1,/CCP-NC/magresview-2/issues,7,7,26,23,10,0,0
2024-11-07,make-supercell,4,1,12,11,Google,10,9,10,9,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,7,7,11,11,3,0,0
2024-11-07,metrics,187,36,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-07,nomad-parser-magres,25,5,81,5,github.com,5,1,6,2,2,/CCP-NC/nomad-parser-magres,15,5,48,19,10,0,0
2024-11-07,orgdisord,5,2,14,11,none,0,0,0,0,0,/CCP-NC/orgdisord,14,11,14,11,1,0,0
2024-11-07,parse-fmt,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-07,pspot-site,4,1,5,2,Google,5,2,5,2,1,/CCP-NC/pspot-site/blob/master/generate/castep_keywords.json,2,2,5,4,3,0,0
2024-11-07,pynics,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-07,soprano,7,4,21,4,Google,6,2,6,2,1,/CCP-NC/soprano,3,3,13,12,10,0,0
2024-11-07,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-08,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-08,castepconv,5,2,29,8,castep-docs.github.io,16,2,24,5,3,/CCP-NC/castepconv,8,5,26,18,10,0,0
2024-11-08,ccpnc-database,19,9,95,3,none,0,0,0,0,0,/CCP-NC/ccpnc-database,19,2,59,13,10,0,0
2024-11-08,ccpnc-nomad-oasis,18,6,49,2,github.com,4,1,4,1,1,/CCP-NC/ccpnc-nomad-oasis,13,2,42,12,10,0,0
2024-11-08,crystcif-parse,4,1,2,1,none,0,0,0,0,0,/CCP-NC/crystcif-parse,2,1,2,1,1,0,0
2024-11-08,crystvis-js,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-08,dipolar_averages,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-08,magresview,5,2,12,2,none,0,0,0,0,0,/CCP-NC/magresview,1,1,1,1,1,0,0
2024-11-08,magresview-2,4,1,28,10,none,0,0,0,0,0,/CCP-NC/magresview-2,5,5,23,20,10,0,0
2024-11-08,make-supercell,4,1,12,11,Google,10,9,10,9,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,7,7,12,12,3,0,0
2024-11-08,metrics,191,37,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-08,nomad-parser-magres,28,5,97,5,github.com,8,1,9,2,2,/CCP-NC/nomad-parser-magres,20,5,68,21,10,0,0
2024-11-08,orgdisord,5,2,14,11,none,0,0,0,0,0,/CCP-NC/orgdisord,14,11,14,11,1,0,0
2024-11-08,parse-fmt,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-08,pspot-site,4,1,4,1,Google,4,1,4,1,1,/CCP-NC/pspot-site/tree/master,2,1,4,3,3,0,0
2024-11-08,pynics,7,3,1,1,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-08,soprano,7,4,20,4,Google,6,2,6,2,1,/CCP-NC/soprano,4,3,14,12,10,0,0
2024-11-08,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-09,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-09,castepconv,5,2,29,8,castep-docs.github.io,16,2,24,5,3,/CCP-NC/castepconv,8,5,26,18,10,0,0
2024-11-09,ccpnc-database,19,9,94,3,none,0,0,0,0,0,/CCP-NC/ccpnc-database,19,2,59,13,10,0,0
2024-11-09,ccpnc-nomad-oasis,18,6,49,2,github.com,4,1,4,1,1,/CCP-NC/ccpnc-nomad-oasis,13,2,42,12,10,0,0
2024-11-09,crystcif-parse,4,1,2,1,none,0,0,0,0,0,/CCP-NC/crystcif-parse,2,1,2,1,1,0,0
2024-11-09,crystvis-js,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-09,dipolar_averages,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-09,magresview,5,2,1,1,none,0,0,0,0,0,/CCP-NC/magresview,1,1,1,1,1,0,0
2024-11-09,magresview-2,4,1,25,9,none,0,0,0,0,0,/CCP-NC/magresview-2,5,5,23,20,10,0,0
2024-11-09,make-supercell,4,1,12,11,Google,9,8,9,8,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,7,7,11,11,3,0,0
2024-11-09,metrics,195,38,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-09,nomad-parser-magres,28,5,97,5,github.com,8,1,9,2,2,/CCP-NC/nomad-parser-magres,20,5,68,21,10,0,0
2024-11-09,orgdisord,5,2,14,11,none,0,0,0,0,0,/CCP-NC/orgdisord,14,11,14,11,1,0,0
2024-11-09,parse-fmt,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-09,pspot-site,4,1,4,1,Google,4,1,4,1,1,/CCP-NC/pspot-site/tree/master,2,1,4,3,3,0,0
2024-11-09,pynics,7,3,1,1,none,0,0,0,0,0,/CCP-NC/pynics,1,1,1,1,1,0,0
2024-11-09,soprano,8,5,20,4,Google,6,2,6,2,1,/CCP-NC/soprano,4,3,14,12,10,0,0
2024-11-09,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-10,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-10,castepconv,5,2,29,8,castep-docs.github.io,16,2,19,3,2,/CCP-NC/castepconv,7,4,23,15,10,0,0
2024-11-10,ccpnc-database,19,9,94,3,none,0,0,0,0,0,/CCP-NC/ccpnc-database,19,2,59,13,10,0,0
2024-11-10,ccpnc-nomad-oasis,18,6,49,2,github.com,4,1,4,1,1,/CCP-NC/ccpnc-nomad-oasis,13,2,42,12,10,0,0
2024-11-10,crystcif-parse,4,1,2,1,none,0,0,0,0,0,/CCP-NC/crystcif-parse,2,1,2,1,1,0,0
2024-11-10,crystvis-js,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-10,dipolar_averages,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-10,magresview,5,2,1,1,none,0,0,0,0,0,/CCP-NC/magresview,1,1,1,1,1,0,0
2024-11-10,magresview-2,4,1,25,9,none,0,0,0,0,0,/CCP-NC/magresview-2,5,5,23,20,10,0,0
2024-11-10,make-supercell,4,1,13,11,Google,8,7,8,7,1,/CCP-NC/make-supercell/blob/master/make-supercell.py,6,6,10,10,3,0,0
2024-11-10,metrics,202,42,72,2,github.com,5,2,5,2,1,/CCP-NC/metrics/actions/workflows/org-traffic-collector.yml,15,1,58,11,10,0,0
2024-11-10,nomad-parser-magres,28,5,97,5,github.com,8,1,9,2,2,/CCP-NC/nomad-parser-magres,20,5,68,21,10,0,0
2024-11-10,orgdisord,5,2,14,11,none,0,0,0,0,0,/CCP-NC/orgdisord,14,11,14,11,1,0,0
2024-11-10,parse-fmt,5,2,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-10,pspot-site,4,1,4,1,Google,4,1,4,1,1,/CCP-NC/pspot-site/tree/master,2,1,4,3,3,0,0
2024-11-10,pynics,7,3,1,1,none,0,0,0,0,0,/CCP-NC/pynics,1,1,1,1,1,0,0
2024-11-10,soprano,8,5,20,4,Google,6,2,6,2,1,/CCP-NC/soprano,4,3,14,12,10,0,0
2024-11-10,staged-recipes,4,1,0,0,none,0,0,0,0,0,none,0,0,0,0,0,0,0
2024-11-11,.github,4,1,8,1,github.com,2,1,2,1,1,/CCP-NC/.github/tree/main/profile,4,1,8,4,4,0,0
2024-11-11,castepconv,6,3,24,6,castep-docs.github.io,16,2,19,3,2,/CCP-NC/castepconv,7,4,23,15,10,0,0
